"","Longitude","Latitude","PM25","Date"
"52905",-121.442495,37.682635,2.6,"06/28/2022"
"53229",-120.56388,35.02083,5.8,"06/28/2022"
"53553",-120.58777,35.0467300008874,9,"06/28/2022"
"53877",-120.644719880058,35.2595015184308,8.2,"06/28/2022"
"54194",-120.66617,35.49453,3.4,"06/28/2022"
"54518",-122.20337,37.482934,6.6,"06/28/2022"
"54829",-119.691217778642,34.4277749961254,11.2,"06/28/2022"
"55156",-120.4328444444,34.8906666667,9.3,"06/28/2022"
"55477",-120.4575,34.6378200008827,6.3,"06/28/2022"
"55802",-119.8284,34.4455100008805,8.1,"06/28/2022"
"56117",-121.574684,36.999571,6.4,"06/28/2022"
"56473",-121.894898,37.348497,8.5,"06/28/2022"
"56797",-121.849783,37.338135,7.7,"06/28/2022"
"57117",-121.98822,36.983320000907,6.4,"06/28/2022"
"57439",-122.083092,37.0631500009077,4,"06/28/2022"
"57751",-122.38092,40.550130000932,3.6,"06/28/2022"
"58325",-122.237976,38.102507,6.7,"06/28/2022"
"58625",-122.237976,38.102507,7.2,"06/28/2022"
"58888",-122.818294,38.403765,4,"06/28/2022"
"59211",-120.994212,37.642165,9.5,"06/28/2022"
"59386",-120.994212,37.642165,6.4,"06/28/2022"
"59565",-120.836008,37.488317,5.4,"06/28/2022"
"59889",-121.618548986224,39.1387725442464,7.6,"06/28/2022"
"60204",-121.618548986224,39.1387725442464,8.1,"06/28/2022"
"60369",-122.25556,40.17093,5.3,"06/28/2022"
"60547",-122.9412,40.73475,2,"06/28/2022"
"60719",-118.82915,36.48947,11,"06/28/2022"
"61032",-119.3129,36.30815,10.3,"06/28/2022"
"61193",-119.3129,36.30815,11.2,"06/28/2022"
"61372",-119.055018,36.0318310008979,8.7,"06/28/2022"
"61694",-118.870509,34.210169,11.8,"06/28/2022"
"62019",-118.80998,34.404281,8.2,"06/28/2022"
"62343",-119.2313,34.44806,7,"06/28/2022"
"62667",-118.683685,34.276316,10,"06/28/2022"
"62990",-118.683685,34.276316,9.2,"06/28/2022"
"63229",-119.143182,34.25239,8.8,"06/28/2022"
"63554",-121.7734,38.53445,2.9,"06/28/2022"
"63731",-121.73269,38.66121,6.1,"06/28/2022"
"63770",-73.194722,41.170833000935,3.2,"06/28/2022"
"63949",-73.194722,41.170833000935,3.6,"06/28/2022"
"64128",-73.443056,41.399167000936,3.2,"06/28/2022"
"64302",-73.443056,41.399167000936,3,"06/28/2022"
"64481",-72.679923,41.771444,3.5,"06/28/2022"
"64660",-72.679923,41.771444,3.5,"06/28/2022"
"64989",-72.631667,41.7847220009374,3.9,"06/28/2022"
"65196",-73.297257,41.8213420009376,2,"06/28/2022"
"65374",-73.297257,41.8213420009376,2.6,"06/28/2022"
"65582",-72.902871,41.3014000009356,3.7,"06/28/2022"
"65612",-72.902871,41.3014000009356,3.9,"06/28/2022"
"65787",-72.902871,41.3014000009356,4,"06/28/2022"
"66111",-72.902871,41.3014000009356,4.3,"06/28/2022"
"66288",-73.043611,41.550556,4.5,"06/28/2022"
"66615",-72.07882,41.35362,3.8,"06/28/2022"
"66944",-75.5568,38.986672,3.7,"06/28/2022"
"67410",-75.732,39.5513,3.8,"06/28/2022"
"67708",-75.6036,39.57768,3.7,"06/28/2022"
"68024",-75.558056,39.739444,4.1,"06/28/2022"
"68344",-75.6106,38.6539,4.2,"06/28/2022"
"68660",-76.958072,38.895572,4.4,"06/28/2022"
